사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자,빈값,,,,,,
20211016,2호선,상왕십리,9449,9064,20211019,,,,,,,
20211016,2호선,왕십리(성동구청),12870,10781,20211019,,,,,,,
20211016,2호선,한양대,3937,3868,20211019,,,,,,,
20211016,2호선,뚝섬,13126,13358,20211019,,,,,,,
20211016,2호선,성수,17539,19132,20211019,,,,,,,
20211016,2호선,건대입구,30832,32419,20211019,,,,,,,
20211016,2호선,구의(광진구청),15376,15110,20211019,,,,,,,
20211016,2호선,강변(동서울터미널),24639,25408,20211019,,,,,,,
20211016,2호선,잠실나루,7100,7055,20211019,,,,,,,
20211016,2호선,잠실(송파구청),59481,56888,20211019,,,,,,,
20211016,2호선,잠실새내,16070,16240,20211019,,,,,,,
20211016,2호선,종합운동장,4691,5619,20211019,,,,,,,
20211016,2호선,삼성(무역센터),30924,30527,20211019,,,,,,,
20211016,2호선,선릉,23185,20209,20211019,,,,,,,
20211016,2호선,역삼,17834,18878,20211019,,,,,,,
20211016,2호선,강남,56982,56416,20211019,,,,,,,
20211016,2호선,교대(법원.검찰청),16700,18722,20211019,,,,,,,
20211016,2호선,방배,9765,10047,20211019,,,,,,,
20211016,2호선,사당,28286,31252,20211019,,,,,,,
20211016,2호선,낙성대(강감찬),20165,18975,20211019,,,,,,,
20211016,2호선,서울대입구(관악구청),35980,34738,20211019,,,,,,,
20211016,2호선,봉천,16610,15338,20211019,,,,,,,
20211016,2호선,신림,47798,46126,20211019,,,,,,,
20211016,2호선,신대방,19046,18599,20211019,,,,,,,
20211016,2호선,구로디지털단지,32156,31707,20211019,,,,,,,
20211016,2호선,대림(구로구청),16652,17864,20211019,,,,,,,
20211016,2호선,신도림,39613,39667,20211019,,,,,,,
20211016,2호선,문래,11664,12044,20211019,,,,,,,
20211016,2호선,영등포구청,12319,12830,20211019,,,,,,,
20211016,2호선,당산,11534,12840,20211019,,,,,,,
20211016,2호선,합정,26025,27503,20211019,,,,,,,
20211016,2호선,홍대입구,56503,58125,20211019,,,,,,,
20211016,2호선,신촌,27138,26751,20211019,,,,,,,
20211016,2호선,이대,9239,9701,20211019,,,,,,,
20211016,2호선,아현,7082,6801,20211019,,,,,,,
20211016,2호선,충정로(경기대입구),5365,5644,20211019,,,,,,,
20211016,2호선,용답,2153,2045,20211019,,,,,,,
20211016,2호선,신답,938,989,20211019,,,,,,,
20211016,2호선,신설동,3111,1478,20211019,,,,,,,
20211016,2호선,도림천,821,828,20211019,,,,,,,
20211016,2호선,양천구청,4339,4425,20211019,,,,,,,
20211016,2호선,신정네거리,7246,7285,20211019,,,,,,,
20211016,2호선,용두(동대문구청),1576,1700,20211019,,,,,,,
20211017,2호선,종합운동장,3446,3666,20211020,,,,,,,
20211017,2호선,삼성(무역센터),20838,20796,20211020,,,,,,,
20211017,2호선,선릉,11911,10268,20211020,,,,,,,
20211017,2호선,역삼,10212,11073,20211020,,,,,,,
20211017,2호선,강남,31812,30617,20211020,,,,,,,
20211017,2호선,교대(법원.검찰청),9323,10221,20211020,,,,,,,
20211017,2호선,서초,8849,8211,20211020,,,,,,,
20211017,2호선,방배,6075,6473,20211020,,,,,,,
20211017,2호선,사당,19577,21298,20211020,,,,,,,
20211017,2호선,낙성대(강감찬),13902,14531,20211020,,,,,,,
20211017,2호선,서울대입구(관악구청),24514,24888,20211020,,,,,,,
20211017,2호선,봉천,10986,10786,20211020,,,,,,,
20211017,2호선,신림,33963,32885,20211020,,,,,,,
20211017,2호선,신대방,14139,13897,20211020,,,,,,,
20211017,2호선,구로디지털단지,21091,20810,20211020,,,,,,,
20211017,2호선,대림(구로구청),13151,13504,20211020,,,,,,,
20211017,2호선,신도림,25865,26181,20211020,,,,,,,
20211017,2호선,문래,7231,7570,20211020,,,,,,,
20211017,2호선,영등포구청,7780,7947,20211020,,,,,,,
20211017,2호선,당산,7746,8479,20211020,,,,,,,
20211017,2호선,합정,18201,19260,20211020,,,,,,,
20211017,2호선,홍대입구,40576,40377,20211020,,,,,,,
20211017,2호선,신촌,19030,18293,20211020,,,,,,,
20211017,2호선,이대,6022,6331,20211020,,,,,,,
20211017,2호선,아현,4656,4751,20211020,,,,,,,
20211017,2호선,충정로(경기대입구),3423,3544,20211020,,,,,,,
20211017,2호선,용답,1616,1654,20211020,,,,,,,
20211017,2호선,신답,648,720,20211020,,,,,,,
20211017,2호선,신설동,2545,1327,20211020,,,,,,,
20211017,2호선,도림천,447,458,20211020,,,,,,,
20211017,2호선,양천구청,2818,2932,20211020,,,,,,,
20211017,2호선,신정네거리,4689,4686,20211020,,,,,,,
20211017,2호선,용두(동대문구청),1096,1145,20211020,,,,,,,
20211017,2호선,시청,5324,4342,20211020,,,,,,,
20211017,2호선,을지로입구,13184,12595,20211020,,,,,,,
20211017,2호선,을지로3가,6564,6007,20211020,,,,,,,
20211017,2호선,을지로4가,2798,2727,20211020,,,,,,,
20211017,2호선,동대문역사문화공원(DDP),6325,7849,20211020,,,,,,,
20211017,2호선,신당,7414,7750,20211020,,,,,,,
20211017,2호선,상왕십리,6192,6131,20211020,,,,,,,
20211017,2호선,왕십리(성동구청),8455,7443,20211020,,,,,,,
20211017,2호선,한양대,2557,2662,20211020,,,,,,,
20211017,2호선,뚝섬,8814,8947,20211020,,,,,,,
20211017,2호선,성수,11867,12883,20211020,,,,,,,
20211017,2호선,건대입구,22912,23731,20211020,,,,,,,
20211017,2호선,구의(광진구청),10468,10318,20211020,,,,,,,
20211017,2호선,강변(동서울터미널),19268,18826,20211020,,,,,,,
20211017,2호선,잠실나루,4933,5037,20211020,,,,,,,
20211017,2호선,잠실(송파구청),44553,41612,20211020,,,,,,,
20211017,2호선,잠실새내,9555,9736,20211020,,,,,,,
20211018,2호선,시청,21739,20942,20211021,,,,,,,
20211018,2호선,을지로입구,32512,33300,20211021,,,,,,,
20211018,2호선,을지로3가,20486,20352,20211021,,,,,,,
20211018,2호선,을지로4가,12501,12454,20211021,,,,,,,
20211018,2호선,동대문역사문화공원(DDP),10917,12155,20211021,,,,,,,
20211018,2호선,신당,12985,13334,20211021,,,,,,,
20211018,2호선,상왕십리,13480,13290,20211021,,,,,,,
20211018,2호선,왕십리(성동구청),14383,11628,20211021,,,,,,,
20211018,2호선,한양대,7502,8028,20211021,,,,,,,
20211018,2호선,뚝섬,19957,21529,20211021,,,,,,,
20211018,2호선,성수,34902,37457,20211021,,,,,,,
20211018,2호선,건대입구,29567,31126,20211021,,,,,,,
20211018,2호선,구의(광진구청),22255,22327,20211021,,,,,,,
20211018,2호선,강변(동서울터미널),28025,26944,20211021,,,,,,,
20211018,2호선,잠실나루,14148,14079,20211021,,,,,,,
20211018,2호선,잠실(송파구청),57103,57169,20211021,,,,,,,
20211018,2호선,잠실새내,19256,19142,20211021,,,,,,,
20211018,2호선,종합운동장,6521,7241,20211021,,,,,,,
20211018,2호선,삼성(무역센터),44967,45687,20211021,,,,,,,
20211018,2호선,선릉,54912,48728,20211021,,,,,,,
20211018,2호선,역삼,49884,55096,20211021,,,,,,,
20211018,2호선,강남,75174,73454,20211021,,,,,,,
20211018,2호선,교대(법원.검찰청),32332,36610,20211021,,,,,,,
20211018,2호선,서초,20635,20266,20211021,,,,,,,
20211018,2호선,방배,16435,17378,20211021,,,,,,,
20211018,2호선,사당,33164,35603,20211021,,,,,,,
20211018,2호선,낙성대(강감찬),25434,25327,20211021,,,,,,,
20211018,2호선,서울대입구(관악구청),43913,43399,20211021,,,,,,,
20211018,2호선,봉천,23090,21775,20211021,,,,,,,
20211018,2호선,신림,59127,57920,20211021,,,,,,,
20211018,2호선,신대방,24870,24646,20211021,,,,,,,
20211018,2호선,구로디지털단지,57715,58052,20211021,,,,,,,
20211018,2호선,대림(구로구청),23416,23776,20211021,,,,,,,
20211018,2호선,신도림,43328,42124,20211021,,,,,,,
20211018,2호선,문래,20378,20736,20211021,,,,,,,
20211018,2호선,영등포구청,22108,22220,20211021,,,,,,,
20211018,2호선,당산,17312,20149,20211021,,,,,,,
20211018,2호선,합정,26948,27958,20211021,,,,,,,
20211018,2호선,홍대입구,42688,43746,20211021,,,,,,,
20211018,2호선,신촌,26635,27527,20211021,,,,,,,
20211018,2호선,이대,11628,12218,20211021,,,,,,,
20211018,2호선,아현,9825,9634,20211021,,,,,,,
20211018,2호선,충정로(경기대입구),9451,9944,20211021,,,,,,,
20211018,2호선,용답,2570,2624,20211021,,,,,,,
20211018,2호선,신답,1520,1808,20211021,,,,,,,
20211018,2호선,신설동,2955,1592,20211021,,,,,,,
20211018,2호선,도림천,1313,1337,20211021,,,,,,,
20211018,2호선,양천구청,6445,6987,20211021,,,,,,,
20211018,2호선,신정네거리,9843,10321,20211021,,,,,,,
20211018,2호선,용두(동대문구청),2195,2312,20211021,,,,,,,
20211019,2호선,시청,22244,21420,20211022,,,,,,,
20211019,2호선,을지로입구,36488,37287,20211022,,,,,,,
20211019,2호선,을지로3가,20640,20403,20211022,,,,,,,
20211019,2호선,을지로4가,12596,12504,20211022,,,,,,,
20211019,2호선,동대문역사문화공원(DDP),10774,12019,20211022,,,,,,,
20211019,2호선,신당,13146,13614,20211022,,,,,,,
20211019,2호선,상왕십리,13627,13463,20211022,,,,,,,
20211019,2호선,왕십리(성동구청),14568,11717,20211022,,,,,,,
20211019,2호선,한양대,7674,8259,20211022,,,,,,,
20211019,2호선,구로디지털단지,58373,58630,20211022,,,,,,,
20211019,2호선,신대방,25723,25162,20211022,,,,,,,
20211019,2호선,신림,60165,58481,20211022,,,,,,,
20211019,2호선,봉천,23393,21780,20211022,,,,,,,
20211019,2호선,서울대입구(관악구청),44866,43986,20211022,,,,,,,
20211019,2호선,낙성대(강감찬),26044,25415,20211022,,,,,,,
20211019,2호선,사당,34215,37200,20211022,,,,,,,
20211019,2호선,방배,17996,18740,20211022,,,,,,,
20211019,2호선,서초,21975,21449,20211022,,,,,,,
20211019,2호선,교대(법원.검찰청),34113,38234,20211022,,,,,,,
20211019,2호선,강남,76177,74344,20211022,,,,,,,
20211019,2호선,역삼,51484,56701,20211022,,,,,,,
20211019,2호선,선릉,55758,49576,20211022,,,,,,,
20211019,2호선,삼성(무역센터),47632,48396,20211022,,,,,,,
20211019,2호선,종합운동장,7514,8318,20211022,,,,,,,
20211019,2호선,잠실새내,19589,19392,20211022,,,,,,,
20211019,2호선,잠실(송파구청),61903,62122,20211022,,,,,,,
20211019,2호선,잠실나루,14482,14227,20211022,,,,,,,
20211019,2호선,강변(동서울터미널),27723,26568,20211022,,,,,,,
20211019,2호선,구의(광진구청),22875,22504,20211022,,,,,,,
20211019,2호선,건대입구,29781,32165,20211022,,,,,,,
20211019,2호선,성수,34903,37959,20211022,,,,,,,
20211019,2호선,뚝섬,20510,22091,20211022,,,,,,,
20211019,2호선,대림(구로구청),23432,23957,20211022,,,,,,,
20211019,2호선,신도림,45417,44750,20211022,,,,,,,
20211019,2호선,문래,20772,20976,20211022,,,,,,,
20211019,2호선,영등포구청,22498,22827,20211022,,,,,,,
20211019,2호선,당산,18075,21131,20211022,,,,,,,
20211019,2호선,합정,27902,28628,20211022,,,,,,,
20211019,2호선,홍대입구,43542,44687,20211022,,,,,,,
20211019,2호선,신촌,28560,29060,20211022,,,,,,,
20211019,2호선,이대,11951,12571,20211022,,,,,,,
20211019,2호선,아현,10314,10013,20211022,,,,,,,
20211019,2호선,충정로(경기대입구),9740,10193,20211022,,,,,,,
20211019,2호선,용답,2615,2674,20211022,,,,,,,
20211019,2호선,신답,1593,1853,20211022,,,,,,,
20211019,2호선,신설동,2785,1513,20211022,,,,,,,
20211019,2호선,도림천,1300,1367,20211022,,,,,,,
20211019,2호선,양천구청,6609,7042,20211022,,,,,,,
20211019,2호선,신정네거리,10050,10550,20211022,,,,,,,
20211019,2호선,용두(동대문구청),2243,2321,20211022,,,,,,,
20211020,2호선,시청,22025,21010,20211023,,,,,,,
20211020,2호선,을지로입구,43327,43295,20211023,,,,,,,
20211020,2호선,을지로3가,22370,21763,20211023,,,,,,,
20211020,2호선,을지로4가,13187,12842,20211023,,,,,,,
20211020,2호선,동대문역사문화공원(DDP),11501,12880,20211023,,,,,,,
20211020,2호선,신당,13667,14184,20211023,,,,,,,
20211020,2호선,상왕십리,14113,13809,20211023,,,,,,,
20211020,2호선,왕십리(성동구청),15615,12345,20211023,,,,,,,
20211020,2호선,한양대,8361,9236,20211023,,,,,,,
20211020,2호선,뚝섬,21307,22925,20211023,,,,,,,
20211020,2호선,성수,35948,39221,20211023,,,,,,,
20211020,2호선,건대입구,31235,33592,20211023,,,,,,,
20211020,2호선,구의(광진구청),23203,22941,20211023,,,,,,,
20211020,2호선,강변(동서울터미널),28466,27692,20211023,,,,,,,
20211020,2호선,잠실나루,14768,14358,20211023,,,,,,,
20211020,2호선,잠실(송파구청),62964,62629,20211023,,,,,,,
20211020,2호선,잠실새내,20113,20124,20211023,,,,,,,
20211020,2호선,종합운동장,7760,8318,20211023,,,,,,,
20211020,2호선,삼성(무역센터),50748,51553,20211023,,,,,,,
20211020,2호선,선릉,56141,49902,20211023,,,,,,,
20211020,2호선,역삼,51871,57686,20211023,,,,,,,
20211020,2호선,강남,77819,75724,20211023,,,,,,,
20211020,2호선,교대(법원.검찰청),34092,38911,20211023,,,,,,,
20211020,2호선,서초,22233,21721,20211023,,,,,,,
20211020,2호선,방배,18054,18959,20211023,,,,,,,
20211020,2호선,사당,36533,38686,20211023,,,,,,,
20211020,2호선,낙성대(강감찬),26680,25964,20211023,,,,,,,
20211020,2호선,서울대입구(관악구청),46236,45551,20211023,,,,,,,
20211020,2호선,봉천,23892,22217,20211023,,,,,,,
20211020,2호선,신림,61731,60207,20211023,,,,,,,
20211020,2호선,신대방,26139,25519,20211023,,,,,,,
20211020,2호선,구로디지털단지,59483,59847,20211023,,,,,,,
20211020,2호선,대림(구로구청),23847,24362,20211023,,,,,,,
20211020,2호선,신도림,46932,46043,20211023,,,,,,,
20211020,2호선,문래,21093,21538,20211023,,,,,,,
20211020,2호선,영등포구청,22677,23042,20211023,,,,,,,
20211020,2호선,당산,18456,21587,20211023,,,,,,,
20211020,2호선,용두(동대문구청),2268,2330,20211023,,,,,,,
20211020,2호선,신정네거리,10351,10702,20211023,,,,,,,
20211020,2호선,양천구청,6764,7223,20211023,,,,,,,
20211020,2호선,도림천,1338,1382,20211023,,,,,,,
20211020,2호선,신설동,3185,2751,20211023,,,,,,,
20211020,2호선,신답,1619,1885,20211023,,,,,,,
20211020,2호선,용답,2669,2654,20211023,,,,,,,
20211020,2호선,충정로(경기대입구),11603,11804,20211023,,,,,,,
20211020,2호선,아현,11060,10349,20211023,,,,,,,
20211020,2호선,이대,12426,12996,20211023,,,,,,,
20211020,2호선,신촌,29730,30380,20211023,,,,,,,
20211020,2호선,홍대입구,45507,47418,20211023,,,,,,,
20211020,2호선,합정,29046,30198,20211023,,,,,,,
20211021,2호선,양천구청,6635,7060,20211024,,,,,,,
20211021,2호선,시청,22546,21856,20211024,,,,,,,
20211021,2호선,을지로입구,36664,37728,20211024,,,,,,,
20211021,2호선,을지로3가,21235,21255,20211024,,,,,,,
20211021,2호선,을지로4가,12775,12876,20211024,,,,,,,
20211021,2호선,동대문역사문화공원(DDP),11412,12667,20211024,,,,,,,
20211021,2호선,신당,13481,13983,20211024,,,,,,,
20211021,2호선,상왕십리,13996,13727,20211024,,,,,,,
20211021,2호선,왕십리(성동구청),15632,12372,20211024,,,,,,,
20211021,2호선,한양대,8288,9026,20211024,,,,,,,
20211021,2호선,뚝섬,21461,23076,20211024,,,,,,,
20211021,2호선,성수,35560,38477,20211024,,,,,,,
20211021,2호선,건대입구,31492,33611,20211024,,,,,,,
20211021,2호선,구의(광진구청),23090,22767,20211024,,,,,,,
20211021,2호선,강변(동서울터미널),29061,27850,20211024,,,,,,,
20211021,2호선,잠실나루,14375,14198,20211024,,,,,,,
20211021,2호선,잠실(송파구청),63411,63262,20211024,,,,,,,
20211021,2호선,잠실새내,20021,19759,20211024,,,,,,,
20211021,2호선,종합운동장,7667,8301,20211024,,,,,,,
20211021,2호선,삼성(무역센터),50301,51331,20211024,,,,,,,
20211021,2호선,선릉,55579,49641,20211024,,,,,,,
20211021,2호선,역삼,50804,56365,20211024,,,,,,,
20211021,2호선,강남,77360,75741,20211024,,,,,,,
20211021,2호선,교대(법원.검찰청),33896,38470,20211024,,,,,,,
20211021,2호선,서초,21378,20804,20211024,,,,,,,
20211021,2호선,방배,17945,18768,20211024,,,,,,,
20211021,2호선,사당,35916,38781,20211024,,,,,,,
20211021,2호선,낙성대(강감찬),26694,25638,20211024,,,,,,,
20211021,2호선,서울대입구(관악구청),46209,44925,20211024,,,,,,,
20211021,2호선,봉천,23644,21958,20211024,,,,,,,
20211021,2호선,신림,60815,59128,20211024,,,,,,,
20211021,2호선,신대방,25933,25450,20211024,,,,,,,
20211021,2호선,구로디지털단지,58564,58596,20211024,,,,,,,
20211021,2호선,대림(구로구청),23228,23944,20211024,,,,,,,
20211021,2호선,신도림,47004,46006,20211024,,,,,,,
20211021,2호선,문래,21153,21510,20211024,,,,,,,
20211021,2호선,영등포구청,22887,23166,20211024,,,,,,,
20211021,2호선,당산,18366,21329,20211024,,,,,,,
20211021,2호선,합정,29140,30289,20211024,,,,,,,
20211021,2호선,홍대입구,46038,48059,20211024,,,,,,,
20211021,2호선,신촌,29168,29971,20211024,,,,,,,
20211021,2호선,이대,12190,12707,20211024,,,,,,,
20211021,2호선,아현,10667,10157,20211024,,,,,,,
20211021,2호선,충정로(경기대입구),9657,10176,20211024,,,,,,,
20211021,2호선,용답,2666,2686,20211024,,,,,,,
20211021,2호선,신답,1632,1885,20211024,,,,,,,
20211021,2호선,신설동,3028,3000,20211024,,,,,,,
20211021,2호선,도림천,1285,1320,20211024,,,,,,,
20211021,2호선,신정네거리,10150,10540,20211024,,,,,,,
20211021,2호선,용두(동대문구청),2334,2427,20211024,,,,,,,
20211022,2호선,성수,36635,39943,20211025,,,,,,,
20211022,2호선,건대입구,34383,37217,20211025,,,,,,,
20211022,2호선,구의(광진구청),23373,22911,20211025,,,,,,,
20211022,2호선,강변(동서울터미널),31405,31424,20211025,,,,,,,
20211022,2호선,잠실나루,14874,14384,20211025,,,,,,,
20211022,2호선,잠실(송파구청),68633,67789,20211025,,,,,,,
20211022,2호선,잠실새내,21239,21435,20211025,,,,,,,
20211022,2호선,종합운동장,7290,7662,20211025,,,,,,,
20211022,2호선,삼성(무역센터),49777,50931,20211025,,,,,,,
20211022,2호선,선릉,54619,48707,20211025,,,,,,,
20211022,2호선,역삼,48955,53987,20211025,,,,,,,
20211022,2호선,강남,82697,81299,20211025,,,,,,,
20211022,2호선,교대(법원.검찰청),34357,38966,20211025,,,,,,,
20211022,2호선,서초,21133,20510,20211025,,,,,,,
20211022,2호선,방배,17136,17918,20211025,,,,,,,
20211022,2호선,사당,37599,41892,20211025,,,,,,,
20211022,2호선,낙성대(강감찬),27862,26008,20211025,,,,,,,
20211022,2호선,서울대입구(관악구청),48562,46304,20211025,,,,,,,
20211022,2호선,봉천,23947,21946,20211025,,,,,,,
20211022,2호선,신림,63119,60478,20211025,,,,,,,
20211022,2호선,신대방,26245,25433,20211025,,,,,,,
20211022,2호선,구로디지털단지,58924,58532,20211025,,,,,,,
20211022,2호선,대림(구로구청),23479,24313,20211025,,,,,,,
20211022,2호선,용두(동대문구청),2405,2473,20211025,,,,,,,
20211022,2호선,신정네거리,10407,10749,20211025,,,,,,,
20211022,2호선,양천구청,6689,7158,20211025,,,,,,,
20211022,2호선,도림천,1249,1285,20211025,,,,,,,
20211022,2호선,신설동,3160,3188,20211025,,,,,,,
20211022,2호선,시청,22201,21374,20211025,,,,,,,
20211022,2호선,을지로입구,36686,37687,20211025,,,,,,,
20211022,2호선,을지로3가,21235,21226,20211025,,,,,,,
20211022,2호선,을지로4가,13430,13288,20211025,,,,,,,
20211022,2호선,동대문역사문화공원(DDP),12450,13949,20211025,,,,,,,
20211022,2호선,신당,14033,14516,20211025,,,,,,,
20211022,2호선,상왕십리,14178,13712,20211025,,,,,,,
20211022,2호선,왕십리(성동구청),16307,13373,20211025,,,,,,,
20211022,2호선,한양대,7477,8000,20211025,,,,,,,
20211022,2호선,신답,1648,1835,20211025,,,,,,,
20211022,2호선,용답,2741,2698,20211025,,,,,,,
20211022,2호선,충정로(경기대입구),9663,10033,20211025,,,,,,,
20211022,2호선,아현,10833,10274,20211025,,,,,,,
20211022,2호선,이대,12663,13113,20211025,,,,,,,
20211022,2호선,신촌,31484,32337,20211025,,,,,,,
20211022,2호선,홍대입구,52811,55769,20211025,,,,,,,
20211022,2호선,합정,31281,33381,20211025,,,,,,,
20211022,2호선,당산,18732,21945,20211025,,,,,,,
20211022,2호선,영등포구청,22904,23058,20211025,,,,,,,
20211022,2호선,문래,21065,21574,20211025,,,,,,,
20211022,2호선,신도림,48422,48193,20211025,,,,,,,
20211022,2호선,뚝섬,21524,22852,20211025,,,,,,,
20211023,2호선,용두(동대문구청),1638,1640,20211026,,,,,,,
20211023,2호선,신정네거리,7559,7611,20211026,,,,,,,
20211023,2호선,양천구청,4885,4826,20211026,,,,,,,
20211023,2호선,도림천,746,735,20211026,,,,,,,
20211023,2호선,신설동,3057,3105,20211026,,,,,,,
20211023,2호선,신답,948,1044,20211026,,,,,,,
20211023,2호선,용답,2104,1981,20211026,,,,,,,
20211023,2호선,충정로(경기대입구),5624,5971,20211026,,,,,,,
20211023,2호선,아현,7422,6968,20211026,,,,,,,
20211023,2호선,이대,9787,10279,20211026,,,,,,,
20211023,2호선,신촌,27825,28178,20211026,,,,,,,
20211023,2호선,홍대입구,60260,64158,20211026,,,,,,,
20211023,2호선,합정,26786,29126,20211026,,,,,,,
20211023,2호선,당산,12968,13894,20211026,,,,,,,
20211023,2호선,영등포구청,12797,13263,20211026,,,,,,,
20211023,2호선,문래,12246,12634,20211026,,,,,,,
20211023,2호선,신도림,40268,40546,20211026,,,,,,,
20211023,2호선,대림(구로구청),17394,18582,20211026,,,,,,,
20211023,2호선,구로디지털단지,33158,32466,20211026,,,,,,,
20211023,2호선,신대방,19577,18781,20211026,,,,,,,
20211023,2호선,신림,48909,46702,20211026,,,,,,,
20211023,2호선,봉천,16504,15392,20211026,,,,,,,
20211023,2호선,서울대입구(관악구청),37590,36381,20211026,,,,,,,
20211023,2호선,낙성대(강감찬),21172,19569,20211026,,,,,,,
20211023,2호선,사당,29594,33149,20211026,,,,,,,
20211023,2호선,방배,9723,10203,20211026,,,,,,,
20211023,2호선,서초,10167,8477,20211026,,,,,,,
20211023,2호선,교대(법원.검찰청),17063,19234,20211026,,,,,,,
20211023,2호선,강남,57308,57246,20211026,,,,,,,
20211023,2호선,역삼,17735,19281,20211026,,,,,,,
20211023,2호선,선릉,23859,20972,20211026,,,,,,,
20211023,2호선,삼성(무역센터),27743,28348,20211026,,,,,,,
20211023,2호선,종합운동장,6781,7272,20211026,,,,,,,
20211023,2호선,잠실새내,16137,16682,20211026,,,,,,,
20211023,2호선,잠실(송파구청),64989,61557,20211026,,,,,,,
20211023,2호선,잠실나루,7401,7267,20211026,,,,,,,
20211023,2호선,강변(동서울터미널),26733,27531,20211026,,,,,,,
20211023,2호선,구의(광진구청),15976,15217,20211026,,,,,,,
20211023,2호선,건대입구,33038,35149,20211026,,,,,,,
20211023,2호선,성수,19166,21052,20211026,,,,,,,
20211023,2호선,뚝섬,13910,14019,20211026,,,,,,,
20211023,2호선,한양대,3893,4110,20211026,,,,,,,
20211023,2호선,왕십리(성동구청),13516,11399,20211026,,,,,,,
20211023,2호선,상왕십리,9427,8846,20211026,,,,,,,
20211023,2호선,신당,10680,10980,20211026,,,,,,,
20211023,2호선,동대문역사문화공원(DDP),9566,11064,20211026,,,,,,,
20211023,2호선,을지로4가,7341,7487,20211026,,,,,,,
20211023,2호선,을지로3가,10651,10265,20211026,,,,,,,
20211023,2호선,을지로입구,19413,19083,20211026,,,,,,,
20211023,2호선,시청,9181,8091,20211026,,,,,,,
20211024,2호선,시청,5954,5126,20211027,,,,,,,
20211024,2호선,을지로입구,14474,13428,20211027,,,,,,,
20211024,2호선,을지로3가,7225,6916,20211027,,,,,,,
20211024,2호선,을지로4가,3249,3262,20211027,,,,,,,
20211024,2호선,동대문역사문화공원(DDP),7312,9181,20211027,,,,,,,
20211024,2호선,신당,7919,8336,20211027,,,,,,,
20211024,2호선,상왕십리,6572,6550,20211027,,,,,,,
20211024,2호선,왕십리(성동구청),8916,7746,20211027,,,,,,,
20211024,2호선,한양대,2175,2490,20211027,,,,,,,
20211024,2호선,뚝섬,10108,10270,20211027,,,,,,,
20211024,2호선,성수,12838,14168,20211027,,,,,,,
20211024,2호선,건대입구,24926,25678,20211027,,,,,,,
20211024,2호선,구의(광진구청),10985,10990,20211027,,,,,,,
20211024,2호선,강변(동서울터미널),22151,20990,20211027,,,,,,,
20211024,2호선,잠실나루,5045,5185,20211027,,,,,,,
20211024,2호선,잠실(송파구청),48901,45286,20211027,,,,,,,
20211024,2호선,잠실새내,10320,10732,20211027,,,,,,,
20211024,2호선,종합운동장,6427,6614,20211027,,,,,,,
20211024,2호선,삼성(무역센터),19067,18657,20211027,,,,,,,
20211024,2호선,선릉,12921,11224,20211027,,,,,,,
20211024,2호선,역삼,9850,10844,20211027,,,,,,,
20211024,2호선,강남,33739,32249,20211027,,,,,,,
20211024,2호선,교대(법원.검찰청),10112,11088,20211027,,,,,,,
20211024,2호선,서초,9548,8778,20211027,,,,,,,
20211024,2호선,방배,6401,6754,20211027,,,,,,,
20211024,2호선,사당,21032,23407,20211027,,,,,,,
20211024,2호선,낙성대(강감찬),15093,15397,20211027,,,,,,,
20211024,2호선,서울대입구(관악구청),26187,27373,20211027,,,,,,,
20211024,2호선,봉천,11808,11591,20211027,,,,,,,
20211024,2호선,신림,35397,35047,20211027,,,,,,,
20211024,2호선,신대방,14667,14623,20211027,,,,,,,
20211024,2호선,구로디지털단지,22551,22283,20211027,,,,,,,
20211024,2호선,대림(구로구청),14551,14903,20211027,,,,,,,
20211024,2호선,신도림,28408,28787,20211027,,,,,,,
20211024,2호선,문래,7616,8122,20211027,,,,,,,
20211024,2호선,영등포구청,8315,8575,20211027,,,,,,,
20211024,2호선,당산,8812,9523,20211027,,,,,,,
20211024,2호선,합정,19226,20600,20211027,,,,,,,
20211024,2호선,홍대입구,44831,44711,20211027,,,,,,,
20211024,2호선,신촌,19646,18990,20211027,,,,,,,
20211024,2호선,이대,6748,7214,20211027,,,,,,,
20211024,2호선,아현,4904,4963,20211027,,,,,,,
20211024,2호선,충정로(경기대입구),3754,3987,20211027,,,,,,,
20211024,2호선,용답,1574,1577,20211027,,,,,,,
20211024,2호선,신답,753,747,20211027,,,,,,,
20211024,2호선,신설동,2883,2911,20211027,,,,,,,
20211024,2호선,도림천,464,552,20211027,,,,,,,
20211024,2호선,양천구청,3687,3856,20211027,,,,,,,
20211024,2호선,신정네거리,5218,5215,20211027,,,,,,,
20211024,2호선,용두(동대문구청),1070,1018,20211027,,,,,,,
20211025,2호선,시청,22195,21624,20211028,,,,,,,
20211025,2호선,을지로입구,36205,37261,20211028,,,,,,,
20211025,2호선,을지로3가,21011,20944,20211028,,,,,,,
20211025,2호선,을지로4가,12998,12888,20211028,,,,,,,
20211025,2호선,동대문역사문화공원(DDP),11469,12925,20211028,,,,,,,
20211025,2호선,신당,13322,13810,20211028,,,,,,,
20211025,2호선,상왕십리,13957,13566,20211028,,,,,,,
20211025,2호선,왕십리(성동구청),15180,12209,20211028,,,,,,,
20211025,2호선,한양대,8470,9469,20211028,,,,,,,
20211025,2호선,뚝섬,20945,22424,20211028,,,,,,,
20211025,2호선,성수,35719,38680,20211028,,,,,,,
20211025,2호선,건대입구,31427,33755,20211028,,,,,,,
